assetId,sourceCategory,runtimeFilename,runtimeBytes,triangleCount,materialCount,textureCount,duplicateStatus,matchedWith
electronics_038,electronics,runtime-assets/electronics_038.glb,97268,276,4,2,intentional_variant,
electronics_039,electronics,runtime-assets/electronics_039.glb,27672,600,2,1,intentional_variant,
electronics_040,electronics,runtime-assets/electronics_040.glb,118040,696,4,2,metric_near_duplicate_candidate,electronics_053
electronics_041,electronics,runtime-assets/electronics_041.glb,32124,442,3,1,metric_near_duplicate_candidate,electronics_042
electronics_042,electronics,runtime-assets/electronics_042.glb,32124,442,3,1,metric_near_duplicate_candidate,electronics_041
electronics_043,electronics,runtime-assets/electronics_043.glb,100044,380,4,2,intentional_variant,
electronics_044,electronics,runtime-assets/electronics_044.glb,97468,340,4,2,intentional_variant,
electronics_045,electronics,runtime-assets/electronics_045.glb,95736,324,4,2,metric_near_duplicate_candidate,electronics_048
electronics_046,electronics,runtime-assets/electronics_046.glb,26344,600,1,1,intentional_variant,
electronics_047,electronics,runtime-assets/electronics_047.glb,25348,600,1,1,intentional_variant,
electronics_048,electronics,runtime-assets/electronics_048.glb,95736,324,4,2,metric_near_duplicate_candidate,electronics_045
electronics_049,electronics,runtime-assets/electronics_049.glb,9352,116,2,1,intentional_variant,
electronics_053,electronics,runtime-assets/electronics_053.glb,118040,696,4,2,metric_near_duplicate_candidate,electronics_040
entertainment,entertainment,runtime-assets/entertainment.glb,52396,912,1,1,intentional_variant,
entertainment_011,entertainment,runtime-assets/entertainment_011.glb,31704,556,3,1,intentional_variant,
entertainment_025,entertainment,runtime-assets/entertainment_025.glb,38332,914,4,1,intentional_variant,
entertainment_031,entertainment,runtime-assets/entertainment_031.glb,63944,384,4,2,intentional_variant,
entertainment_032,entertainment,runtime-assets/entertainment_032.glb,14864,220,3,1,intentional_variant,
entertainment_033,entertainment,runtime-assets/entertainment_033.glb,17668,252,2,1,intentional_variant,
entertainment_034,entertainment,runtime-assets/entertainment_034.glb,14500,210,3,1,intentional_variant,
entertainment_035,entertainment,runtime-assets/entertainment_035.glb,218676,314,4,3,intentional_variant,
entertainment_036,entertainment,runtime-assets/entertainment_036.glb,416748,7046,3,2,intentional_variant,
entertainment_037,entertainment,runtime-assets/entertainment_037.glb,231600,582,4,3,intentional_variant,
entertainment_038,entertainment,runtime-assets/entertainment_038.glb,240712,582,4,3,intentional_variant,
entertainment_039,entertainment,runtime-assets/entertainment_039.glb,112604,2196,4,1,intentional_variant,
entertainment_040,entertainment,runtime-assets/entertainment_040.glb,663776,1836,6,7,intentional_variant,
entertainment_041,entertainment,runtime-assets/entertainment_041.glb,76924,1186,3,1,intentional_variant,
entertainment_042,entertainment,runtime-assets/entertainment_042.glb,242400,328,2,3,intentional_variant,
entertainment_043,entertainment,runtime-assets/entertainment_043.glb,50904,1166,3,1,intentional_variant,
entertainment_044,entertainment,runtime-assets/entertainment_044.glb,240268,866,4,3,intentional_variant,
entertainment_045,entertainment,runtime-assets/entertainment_045.glb,215740,1348,3,3,intentional_variant,
entertainment_046,entertainment,runtime-assets/entertainment_046.glb,247692,338,4,3,intentional_variant,
entertainment_047,entertainment,runtime-assets/entertainment_047.glb,241820,210,4,3,intentional_variant,
floor,floor,runtime-assets/floor.glb,160060,2,1,2,metric_near_duplicate_candidate,floor_020
floor_006,floor,runtime-assets/floor_006.glb,95324,2,1,2,metric_near_duplicate_candidate,floor_024
floor_020,floor,runtime-assets/floor_020.glb,161592,2,1,2,metric_near_duplicate_candidate,floor
floor_021,floor,runtime-assets/floor_021.glb,168400,2,1,2,metric_near_duplicate_candidate,floor_039
floor_022,floor,runtime-assets/floor_022.glb,228828,2,1,2,metric_near_duplicate_candidate,floor_040
floor_023,floor,runtime-assets/floor_023.glb,155428,2,1,2,metric_near_duplicate_candidate,floor_041
floor_024,floor,runtime-assets/floor_024.glb,95324,2,1,2,metric_near_duplicate_candidate,floor_006
floor_025,floor,runtime-assets/floor_025.glb,166140,2,1,2,metric_near_duplicate_candidate,floor_042
floor_026,floor,runtime-assets/floor_026.glb,175648,2,1,2,metric_near_duplicate_candidate,floor_078
floor_027,floor,runtime-assets/floor_027.glb,181688,2,1,2,metric_near_duplicate_candidate,floor_043
floor_028,floor,runtime-assets/floor_028.glb,73072,2,1,2,metric_near_duplicate_candidate,floor_044
floor_029,floor,runtime-assets/floor_029.glb,159792,2,1,2,metric_near_duplicate_candidate,floor
floor_030,floor,runtime-assets/floor_030.glb,150688,2,1,2,metric_near_duplicate_candidate,floor_034
floor_031,floor,runtime-assets/floor_031.glb,143160,2,1,2,metric_near_duplicate_candidate,floor_047
floor_032,floor,runtime-assets/floor_032.glb,152332,2,1,2,metric_near_duplicate_candidate,floor_034
floor_033,floor,runtime-assets/floor_033.glb,194316,2,1,2,metric_near_duplicate_candidate,floor_049
floor_034,floor,runtime-assets/floor_034.glb,152104,2,1,2,metric_near_duplicate_candidate,floor_030
floor_035,floor,runtime-assets/floor_035.glb,89944,2,1,2,metric_near_duplicate_candidate,floor_051
floor_036,floor,runtime-assets/floor_036.glb,150292,2,1,2,metric_near_duplicate_candidate,floor_030
floor_037,floor,runtime-assets/floor_037.glb,164380,2,1,2,metric_near_duplicate_candidate,floor_053
floor_038,floor,runtime-assets/floor_038.glb,161592,2,1,2,metric_near_duplicate_candidate,floor
floor_039,floor,runtime-assets/floor_039.glb,168400,2,1,2,metric_near_duplicate_candidate,floor_021
floor_040,floor,runtime-assets/floor_040.glb,228828,2,1,2,metric_near_duplicate_candidate,floor_022
floor_041,floor,runtime-assets/floor_041.glb,155432,2,1,2,metric_near_duplicate_candidate,floor_023
floor_042,floor,runtime-assets/floor_042.glb,166140,2,1,2,metric_near_duplicate_candidate,floor_025
floor_043,floor,runtime-assets/floor_043.glb,181688,2,1,2,metric_near_duplicate_candidate,floor_027
floor_044,floor,runtime-assets/floor_044.glb,73072,2,1,2,metric_near_duplicate_candidate,floor_028
floor_045,floor,runtime-assets/floor_045.glb,159796,2,1,2,metric_near_duplicate_candidate,floor
floor_046,floor,runtime-assets/floor_046.glb,150688,2,1,2,metric_near_duplicate_candidate,floor_030
floor_047,floor,runtime-assets/floor_047.glb,143160,2,1,2,metric_near_duplicate_candidate,floor_031
floor_048,floor,runtime-assets/floor_048.glb,152332,2,1,2,metric_near_duplicate_candidate,floor_032
floor_049,floor,runtime-assets/floor_049.glb,194316,2,1,2,metric_near_duplicate_candidate,floor_033
floor_050,floor,runtime-assets/floor_050.glb,152108,2,1,2,metric_near_duplicate_candidate,floor_030
floor_051,floor,runtime-assets/floor_051.glb,89948,2,1,2,metric_near_duplicate_candidate,floor_035
floor_052,floor,runtime-assets/floor_052.glb,150296,2,1,2,metric_near_duplicate_candidate,floor_030
floor_053,floor,runtime-assets/floor_053.glb,164380,2,1,2,metric_near_duplicate_candidate,floor_037
floor_054,floor,runtime-assets/floor_054.glb,160068,2,1,2,metric_near_duplicate_candidate,floor
floor_055,floor,runtime-assets/floor_055.glb,121784,2,1,2,metric_near_duplicate_candidate,floor_223
floor_078,floor,runtime-assets/floor_078.glb,175648,2,1,2,metric_near_duplicate_candidate,floor_026
floor_223,floor,runtime-assets/floor_223.glb,121784,2,1,2,metric_near_duplicate_candidate,floor_055
floor_230,floor,runtime-assets/floor_230.glb,3260,2,1,1,intentional_variant,
flower,flower,runtime-assets/flower.glb,32524,1078,2,1,intentional_variant,
flower_038,flower,runtime-assets/flower_038.glb,19556,528,2,1,intentional_variant,
flower_039,flower,runtime-assets/flower_039.glb,36076,688,2,1,intentional_variant,
flower_040,flower,runtime-assets/flower_040.glb,89632,1565,2,1,intentional_variant,
flower_041,flower,runtime-assets/flower_041.glb,40352,953,2,1,metric_near_duplicate_candidate,flower_042
flower_042,flower,runtime-assets/flower_042.glb,40488,959,2,1,metric_near_duplicate_candidate,flower_041
flower_043,flower,runtime-assets/flower_043.glb,35072,724,1,1,intentional_variant,
flower_044,flower,runtime-assets/flower_044.glb,28560,560,2,1,intentional_variant,
flower_045,flower,runtime-assets/flower_045.glb,258264,1351,2,3,intentional_variant,
flower_046,flower,runtime-assets/flower_046.glb,17700,499,1,1,intentional_variant,
flower_047,flower,runtime-assets/flower_047.glb,253536,1181,2,3,intentional_variant,
flower_048,flower,runtime-assets/flower_048.glb,29856,594,1,1,intentional_variant,
flower_049,flower,runtime-assets/flower_049.glb,14336,264,1,1,intentional_variant,
flower_050,flower,runtime-assets/flower_050.glb,16512,461,1,1,intentional_variant,
flower_051,flower,runtime-assets/flower_051.glb,16500,475,1,1,intentional_variant,
flower_052,flower,runtime-assets/flower_052.glb,18948,547,1,1,intentional_variant,
flower_053,flower,runtime-assets/flower_053.glb,18452,518,1,1,intentional_variant,
flower_054,flower,runtime-assets/flower_054.glb,255524,1203,3,3,intentional_variant,
flower_055,flower,runtime-assets/flower_055.glb,95940,3458,1,1,intentional_variant,
kitchen,kitchen,runtime-assets/kitchen.glb,10568,132,3,1,metric_near_duplicate_candidate,kitchen_106
kitchen_001,kitchen,runtime-assets/kitchen_001.glb,11172,224,2,1,intentional_variant,
kitchen_002,kitchen,runtime-assets/kitchen_002.glb,26968,486,4,1,intentional_variant,
kitchen_003,kitchen,runtime-assets/kitchen_003.glb,13928,196,3,1,intentional_variant,
kitchen_004,kitchen,runtime-assets/kitchen_004.glb,781384,474,5,9,intentional_variant,
kitchen_005,kitchen,runtime-assets/kitchen_005.glb,766888,194,5,9,intentional_variant,
kitchen_006,kitchen,runtime-assets/kitchen_006.glb,541608,1060,8,6,intentional_variant,
kitchen_007,kitchen,runtime-assets/kitchen_007.glb,228616,84,2,3,metric_near_duplicate_candidate,kitchen_008
kitchen_008,kitchen,runtime-assets/kitchen_008.glb,228616,84,2,3,metric_near_duplicate_candidate,kitchen_007
kitchen_009,kitchen,runtime-assets/kitchen_009.glb,9916,82,3,1,metric_near_duplicate_candidate,kitchen_082
kitchen_010,kitchen,runtime-assets/kitchen_010.glb,16556,274,3,1,metric_near_duplicate_candidate,kitchen_118
kitchen_011,kitchen,runtime-assets/kitchen_011.glb,98692,310,3,2,metric_near_duplicate_candidate,kitchen_119
kitchen_012,kitchen,runtime-assets/kitchen_012.glb,365048,1946,8,4,intentional_variant,
kitchen_013,kitchen,runtime-assets/kitchen_013.glb,560980,1368,8,6,intentional_variant,
kitchen_014,kitchen,runtime-assets/kitchen_014.glb,73096,998,5,1,metric_near_duplicate_candidate,kitchen_030
kitchen_015,kitchen,runtime-assets/kitchen_015.glb,538996,1428,5,6,intentional_variant,
kitchen_016,kitchen,runtime-assets/kitchen_016.glb,88876,164,3,2,metric_near_duplicate_candidate,kitchen_017
kitchen_017,kitchen,runtime-assets/kitchen_017.glb,88880,164,3,2,metric_near_duplicate_candidate,kitchen_016
kitchen_018,kitchen,runtime-assets/kitchen_018.glb,430292,152,3,5,intentional_variant,
kitchen_019,kitchen,runtime-assets/kitchen_019.glb,439676,282,4,5,intentional_variant,
kitchen_020,kitchen,runtime-assets/kitchen_020.glb,18256,310,2,1,intentional_variant,
kitchen_021,kitchen,runtime-assets/kitchen_021.glb,231484,128,3,3,metric_near_duplicate_candidate,kitchen_023
kitchen_022,kitchen,runtime-assets/kitchen_022.glb,229036,132,2,3,intentional_variant,
kitchen_023,kitchen,runtime-assets/kitchen_023.glb,231484,128,3,3,metric_near_duplicate_candidate,kitchen_021
kitchen_024,kitchen,runtime-assets/kitchen_024.glb,227016,72,2,3,metric_near_duplicate_candidate,kitchen_025
kitchen_025,kitchen,runtime-assets/kitchen_025.glb,227012,72,2,3,metric_near_duplicate_candidate,kitchen_024
kitchen_026,kitchen,runtime-assets/kitchen_026.glb,227016,72,2,3,metric_near_duplicate_candidate,kitchen_024
kitchen_027,kitchen,runtime-assets/kitchen_027.glb,227016,72,2,3,metric_near_duplicate_candidate,kitchen_024
kitchen_028,kitchen,runtime-assets/kitchen_028.glb,222748,42,1,2,intentional_variant,
kitchen_029,kitchen,runtime-assets/kitchen_029.glb,418124,474,3,5,intentional_variant,
kitchen_030,kitchen,runtime-assets/kitchen_030.glb,73544,998,5,1,metric_near_duplicate_candidate,kitchen_014
kitchen_031,kitchen,runtime-assets/kitchen_031.glb,306176,1296,8,4,metric_near_duplicate_candidate,kitchen_122
kitchen_032,kitchen,runtime-assets/kitchen_032.glb,240924,650,3,3,intentional_variant,
kitchen_033,kitchen,runtime-assets/kitchen_033.glb,23736,452,2,1,metric_near_duplicate_candidate,kitchen_108
kitchen_034,kitchen,runtime-assets/kitchen_034.glb,222608,178,4,3,metric_near_duplicate_candidate,kitchen_035
kitchen_035,kitchen,runtime-assets/kitchen_035.glb,222352,178,4,3,metric_near_duplicate_candidate,kitchen_034
kitchen_036,kitchen,runtime-assets/kitchen_036.glb,222348,178,4,3,metric_near_duplicate_candidate,kitchen_034
kitchen_079,kitchen,runtime-assets/kitchen_079.glb,260600,1060,7,4,intentional_variant,
kitchen_080,kitchen,runtime-assets/kitchen_080.glb,10104,84,2,1,metric_near_duplicate_candidate,kitchen_081
kitchen_081,kitchen,runtime-assets/kitchen_081.glb,10104,84,2,1,metric_near_duplicate_candidate,kitchen_080
kitchen_082,kitchen,runtime-assets/kitchen_082.glb,9916,82,3,1,metric_near_duplicate_candidate,kitchen_009
kitchen_083,kitchen,runtime-assets/kitchen_083.glb,258220,1428,5,4,intentional_variant,
kitchen_084,kitchen,runtime-assets/kitchen_084.glb,12956,128,3,1,metric_near_duplicate_candidate,kitchen_086
kitchen_085,kitchen,runtime-assets/kitchen_085.glb,10516,132,2,1,intentional_variant,
kitchen_086,kitchen,runtime-assets/kitchen_086.glb,12956,128,3,1,metric_near_duplicate_candidate,kitchen_084
kitchen_087,kitchen,runtime-assets/kitchen_087.glb,7472,72,2,1,intentional_variant,
kitchen_088,kitchen,runtime-assets/kitchen_088.glb,8492,72,2,1,metric_near_duplicate_candidate,kitchen_089
kitchen_089,kitchen,runtime-assets/kitchen_089.glb,8496,72,2,1,metric_near_duplicate_candidate,kitchen_088
kitchen_090,kitchen,runtime-assets/kitchen_090.glb,8496,72,2,1,metric_near_duplicate_candidate,kitchen_088
kitchen_091,kitchen,runtime-assets/kitchen_091.glb,6016,42,1,1,intentional_variant,
kitchen_092,kitchen,runtime-assets/kitchen_092.glb,137344,474,3,3,intentional_variant,
kitchen_096,kitchen,runtime-assets/kitchen_096.glb,224976,474,3,3,intentional_variant,
kitchen_105,kitchen,runtime-assets/kitchen_105.glb,355932,1946,8,4,intentional_variant,
kitchen_106,kitchen,runtime-assets/kitchen_106.glb,10572,132,3,1,metric_near_duplicate_candidate,kitchen
kitchen_107,kitchen,runtime-assets/kitchen_107.glb,231812,650,3,3,intentional_variant,
kitchen_108,kitchen,runtime-assets/kitchen_108.glb,23736,452,2,1,metric_near_duplicate_candidate,kitchen_033
kitchen_109,kitchen,runtime-assets/kitchen_109.glb,213492,178,4,3,metric_near_duplicate_candidate,kitchen_110
kitchen_110,kitchen,runtime-assets/kitchen_110.glb,213236,178,4,3,metric_near_duplicate_candidate,kitchen_109
kitchen_111,kitchen,runtime-assets/kitchen_111.glb,213236,178,4,3,metric_near_duplicate_candidate,kitchen_109
kitchen_118,kitchen,runtime-assets/kitchen_118.glb,16596,274,3,1,metric_near_duplicate_candidate,kitchen_010
kitchen_119,kitchen,runtime-assets/kitchen_119.glb,98732,310,3,2,metric_near_duplicate_candidate,kitchen_011
kitchen_120,kitchen,runtime-assets/kitchen_120.glb,88916,164,3,2,metric_near_duplicate_candidate,kitchen_016
kitchen_121,kitchen,runtime-assets/kitchen_121.glb,88920,164,3,2,metric_near_duplicate_candidate,kitchen_016
kitchen_122,kitchen,runtime-assets/kitchen_122.glb,306408,1296,8,4,metric_near_duplicate_candidate,kitchen_031
kitchen_158,kitchen,runtime-assets/kitchen_158.glb,199640,474,3,3,intentional_variant,
kitchen_167,kitchen,runtime-assets/kitchen_167.glb,317724,1946,8,4,intentional_variant,
kitchen_168,kitchen,runtime-assets/kitchen_168.glb,10572,132,3,1,metric_near_duplicate_candidate,kitchen
kitchen_169,kitchen,runtime-assets/kitchen_169.glb,193600,650,3,3,intentional_variant,
kitchen_170,kitchen,runtime-assets/kitchen_170.glb,23736,452,2,1,metric_near_duplicate_candidate,kitchen_033
kitchen_171,kitchen,runtime-assets/kitchen_171.glb,175284,178,4,3,metric_near_duplicate_candidate,kitchen_172
kitchen_172,kitchen,runtime-assets/kitchen_172.glb,175028,178,4,3,metric_near_duplicate_candidate,kitchen_171
kitchen_173,kitchen,runtime-assets/kitchen_173.glb,175024,178,4,3,metric_near_duplicate_candidate,kitchen_171
kitchen_table,kitchen,runtime-assets/kitchen_table.glb,101252,520,2,1,intentional_variant,
kitchen_table_018,kitchen,runtime-assets/kitchen_table_018.glb,13544,248,2,1,intentional_variant,
kitchen_table_019,kitchen,runtime-assets/kitchen_table_019.glb,341068,260,2,4,intentional_variant,
kitchen_table_020,kitchen,runtime-assets/kitchen_table_020.glb,350136,260,2,4,intentional_variant,
kitchen_table_021,kitchen,runtime-assets/kitchen_table_021.glb,15636,284,2,1,intentional_variant,
kitchen_table_022,kitchen,runtime-assets/kitchen_table_022.glb,232376,100,1,2,intentional_variant,
kitchen_table_023,kitchen,runtime-assets/kitchen_table_023.glb,229872,110,1,2,intentional_variant,
kitchen_table_024,kitchen,runtime-assets/kitchen_table_024.glb,222868,270,2,3,intentional_variant,
kitchen_table_025,kitchen,runtime-assets/kitchen_table_025.glb,170036,100,2,3,intentional_variant,
kitchen_table_026,kitchen,runtime-assets/kitchen_table_026.glb,208304,100,2,3,intentional_variant,
kitchen_table_027,kitchen,runtime-assets/kitchen_table_027.glb,227756,74,2,2,intentional_variant,
kitchen_table_028,kitchen,runtime-assets/kitchen_table_028.glb,97636,390,3,2,intentional_variant,
kitchen_table_029,kitchen,runtime-assets/kitchen_table_029.glb,90300,168,3,2,intentional_variant,
kitchen_table_030,kitchen,runtime-assets/kitchen_table_030.glb,312976,152,2,3,intentional_variant,
kitchen_table_031,kitchen,runtime-assets/kitchen_table_031.glb,14440,270,1,1,intentional_variant,
kitchen_table_032,kitchen,runtime-assets/kitchen_table_032.glb,8936,100,1,1,intentional_variant,
kitchen_table_050,kitchen,runtime-assets/kitchen_table_050.glb,223868,74,2,2,intentional_variant,
ladder,ladder,runtime-assets/ladder.glb,223300,60,1,2,intentional_variant,
ladder_001,ladder,runtime-assets/ladder_001.glb,4040,12,1,1,metric_near_duplicate_candidate,ladder_003
ladder_002,ladder,runtime-assets/ladder_002.glb,9508,90,1,1,intentional_variant,
ladder_003,ladder,runtime-assets/ladder_003.glb,4040,12,1,1,metric_near_duplicate_candidate,ladder_001
ladder_004,ladder,runtime-assets/ladder_004.glb,17072,198,1,1,intentional_variant,
ladder_005,ladder,runtime-assets/ladder_005.glb,10908,110,1,1,intentional_variant,
ladder_006,ladder,runtime-assets/ladder_006.glb,7968,68,1,1,intentional_variant,
ladder_007,ladder,runtime-assets/ladder_007.glb,15812,180,1,1,intentional_variant,
ladder_008,ladder,runtime-assets/ladder_008.glb,213660,198,1,2,intentional_variant,
ladder_009,ladder,runtime-assets/ladder_009.glb,6284,44,1,1,intentional_variant,
ladder_010,ladder,runtime-assets/ladder_010.glb,221644,28,1,2,intentional_variant,
ladder_011,ladder,runtime-assets/ladder_011.glb,226204,116,1,2,metric_near_duplicate_candidate,ladder_016
ladder_012,ladder,runtime-assets/ladder_012.glb,224980,72,1,2,metric_near_duplicate_candidate,ladder_014
ladder_013,ladder,runtime-assets/ladder_013.glb,230020,144,1,2,intentional_variant,
ladder_014,ladder,runtime-assets/ladder_014.glb,224984,72,1,2,metric_near_duplicate_candidate,ladder_012
ladder_015,ladder,runtime-assets/ladder_015.glb,227784,112,1,2,intentional_variant,
ladder_016,ladder,runtime-assets/ladder_016.glb,226204,116,1,2,metric_near_duplicate_candidate,ladder_011
ladder_018,ladder,runtime-assets/ladder_018.glb,4976,28,1,1,intentional_variant,
ladder_023,ladder,runtime-assets/ladder_023.glb,239744,198,1,2,intentional_variant,
lamp,lamp,runtime-assets/lamp.glb,211400,862,4,4,intentional_variant,
lamp_027,lamp,runtime-assets/lamp_027.glb,24496,482,4,1,intentional_variant,
lamp_028,lamp,runtime-assets/lamp_028.glb,110876,748,4,2,intentional_variant,
lamp_029,lamp,runtime-assets/lamp_029.glb,113152,764,5,2,intentional_variant,
lamp_030,lamp,runtime-assets/lamp_030.glb,101028,442,5,2,intentional_variant,
lamp_031,lamp,runtime-assets/lamp_031.glb,226264,328,4,3,intentional_variant,
lamp_032,lamp,runtime-assets/lamp_032.glb,20100,358,4,1,intentional_variant,
lamp_033,lamp,runtime-assets/lamp_033.glb,92168,278,3,2,intentional_variant,
lamp_034,lamp,runtime-assets/lamp_034.glb,75348,298,3,1,intentional_variant,
lamp_035,lamp,runtime-assets/lamp_035.glb,28268,576,3,1,intentional_variant,
lamp_036,lamp,runtime-assets/lamp_036.glb,116328,856,4,2,intentional_variant,
lamp_037,lamp,runtime-assets/lamp_037.glb,97800,386,4,2,intentional_variant,
lamp_038,lamp,runtime-assets/lamp_038.glb,553548,340,5,6,intentional_variant,
lamp_039,lamp,runtime-assets/lamp_039.glb,94864,292,3,2,intentional_variant,
lamp_045,lamp,runtime-assets/lamp_045.glb,73096,264,2,1,intentional_variant,
lamp_046,lamp,runtime-assets/lamp_046.glb,85372,80,2,2,intentional_variant,
lamp_047,lamp,runtime-assets/lamp_047.glb,313660,142,3,4,intentional_variant,
lamp_048,lamp,runtime-assets/lamp_048.glb,100200,428,4,2,metric_near_duplicate_candidate,lamp_058
lamp_058,lamp,runtime-assets/lamp_058.glb,99496,428,4,2,metric_near_duplicate_candidate,lamp_048
picture,picture,runtime-assets/picture.glb,7624,28,2,2,intentional_variant,
picture_059,picture,runtime-assets/picture_059.glb,22376,30,2,2,intentional_variant,
picture_060,picture,runtime-assets/picture_060.glb,30992,28,2,2,intentional_variant,
picture_061,picture,runtime-assets/picture_061.glb,21896,28,2,2,intentional_variant,
picture_062,picture,runtime-assets/picture_062.glb,45668,30,2,2,intentional_variant,
picture_063,picture,runtime-assets/picture_063.glb,56184,28,2,2,intentional_variant,
picture_064,picture,runtime-assets/picture_064.glb,23032,28,2,2,metric_near_duplicate_candidate,picture_074
picture_065,picture,runtime-assets/picture_065.glb,88704,28,2,2,intentional_variant,
picture_066,picture,runtime-assets/picture_066.glb,9180,28,2,2,intentional_variant,
picture_067,picture,runtime-assets/picture_067.glb,12148,28,2,2,intentional_variant,
picture_068,picture,runtime-assets/picture_068.glb,53916,28,2,2,intentional_variant,
picture_069,picture,runtime-assets/picture_069.glb,9712,28,2,2,intentional_variant,
picture_070,picture,runtime-assets/picture_070.glb,7944,28,2,2,intentional_variant,
picture_071,picture,runtime-assets/picture_071.glb,10212,30,2,2,intentional_variant,
picture_072,picture,runtime-assets/picture_072.glb,10852,28,2,2,intentional_variant,
picture_073,picture,runtime-assets/picture_073.glb,8444,28,2,2,intentional_variant,
picture_074,picture,runtime-assets/picture_074.glb,23232,28,2,2,metric_near_duplicate_candidate,picture_064
picture_075,picture,runtime-assets/picture_075.glb,28868,28,2,2,intentional_variant,
picture_076,picture,runtime-assets/picture_076.glb,14248,28,2,2,intentional_variant,
picture_077,picture,runtime-assets/picture_077.glb,17980,92,2,2,intentional_variant,
picture_078,picture,runtime-assets/picture_078.glb,17500,156,2,2,intentional_variant,
picture_079,picture,runtime-assets/picture_079.glb,15548,156,2,2,intentional_variant,
picture_080,picture,runtime-assets/picture_080.glb,10868,30,2,2,intentional_variant,
picture_081,picture,runtime-assets/picture_081.glb,11736,30,2,2,intentional_variant,
picture_082,picture,runtime-assets/picture_082.glb,15316,30,2,2,intentional_variant,
picture_083,picture,runtime-assets/picture_083.glb,21836,417,2,1,intentional_variant,
picture_084,picture,runtime-assets/picture_084.glb,13280,30,2,2,intentional_variant,
picture_085,picture,runtime-assets/picture_085.glb,8780,28,2,2,intentional_variant,
picture_086,picture,runtime-assets/picture_086.glb,108568,30,3,3,intentional_variant,
picture_087,picture,runtime-assets/picture_087.glb,8976,28,2,2,intentional_variant,
prop,prop,runtime-assets/prop.glb,18700,402,1,1,intentional_variant,
prop_082,prop,runtime-assets/prop_082.glb,445728,580,2,4,intentional_variant,
prop_083,prop,runtime-assets/prop_083.glb,237448,296,2,3,intentional_variant,
prop_084,prop,runtime-assets/prop_084.glb,15824,328,2,1,intentional_variant,
prop_085,prop,runtime-assets/prop_085.glb,222480,296,2,3,intentional_variant,
prop_086,prop,runtime-assets/prop_086.glb,216816,248,1,2,intentional_variant,
prop_087,prop,runtime-assets/prop_087.glb,214088,188,1,2,metric_near_duplicate_candidate,prop_088
prop_088,prop,runtime-assets/prop_088.glb,214088,188,1,2,metric_near_duplicate_candidate,prop_087
prop_089,prop,runtime-assets/prop_089.glb,89944,166,2,2,metric_near_duplicate_candidate,prop_212
prop_090,prop,runtime-assets/prop_090.glb,8820,132,1,1,intentional_variant,
prop_091,prop,runtime-assets/prop_091.glb,15336,252,1,1,intentional_variant,
prop_092,prop,runtime-assets/prop_092.glb,9984,128,2,1,intentional_variant,
prop_093,prop,runtime-assets/prop_093.glb,653392,940,6,7,intentional_variant,
prop_094,prop,runtime-assets/prop_094.glb,8356,164,1,1,metric_near_duplicate_candidate,prop_170
prop_095,prop,runtime-assets/prop_095.glb,15124,324,2,1,intentional_variant,
prop_096,prop,runtime-assets/prop_096.glb,14524,304,2,1,intentional_variant,
prop_097,prop,runtime-assets/prop_097.glb,214160,136,1,2,intentional_variant,
prop_098,prop,runtime-assets/prop_098.glb,9796,148,1,1,intentional_variant,
prop_099,prop,runtime-assets/prop_099.glb,14176,260,1,1,intentional_variant,
prop_100,prop,runtime-assets/prop_100.glb,106508,548,4,2,metric_near_duplicate_candidate,prop_114
prop_101,prop,runtime-assets/prop_101.glb,98756,396,3,2,intentional_variant,
prop_102,prop,runtime-assets/prop_102.glb,213572,188,1,2,metric_near_duplicate_candidate,prop_087
prop_103,prop,runtime-assets/prop_103.glb,214856,188,1,2,metric_near_duplicate_candidate,prop_087
prop_104,prop,runtime-assets/prop_104.glb,221860,200,3,3,intentional_variant,
prop_105,prop,runtime-assets/prop_105.glb,13156,232,2,1,intentional_variant,
prop_106,prop,runtime-assets/prop_106.glb,9724,156,2,1,metric_near_duplicate_candidate,prop_107
prop_107,prop,runtime-assets/prop_107.glb,9720,156,2,1,metric_near_duplicate_candidate,prop_106
prop_108,prop,runtime-assets/prop_108.glb,181256,214,1,2,intentional_variant,
prop_109,prop,runtime-assets/prop_109.glb,9228,116,2,1,metric_near_duplicate_candidate,prop_110
prop_110,prop,runtime-assets/prop_110.glb,9228,116,2,1,metric_near_duplicate_candidate,prop_109
prop_111,prop,runtime-assets/prop_111.glb,11428,156,3,1,intentional_variant,
prop_112,prop,runtime-assets/prop_112.glb,215640,92,2,3,intentional_variant,
prop_113,prop,runtime-assets/prop_113.glb,235524,288,1,2,intentional_variant,
prop_114,prop,runtime-assets/prop_114.glb,106852,552,4,2,metric_near_duplicate_candidate,prop_100
prop_115,prop,runtime-assets/prop_115.glb,238812,594,4,3,intentional_variant,
prop_116,prop,runtime-assets/prop_116.glb,15424,298,2,1,intentional_variant,
prop_117,prop,runtime-assets/prop_117.glb,15244,240,1,1,intentional_variant,
prop_139,prop,runtime-assets/prop_139.glb,9012,142,1,1,intentional_variant,
prop_140,prop,runtime-assets/prop_140.glb,33916,804,1,1,intentional_variant,
prop_141,prop,runtime-assets/prop_141.glb,39204,938,1,1,intentional_variant,
prop_142,prop,runtime-assets/prop_142.glb,13768,274,1,1,intentional_variant,
prop_143,prop,runtime-assets/prop_143.glb,69908,1742,1,1,metric_near_duplicate_candidate,prop_146
prop_144,prop,runtime-assets/prop_144.glb,61348,1510,1,1,intentional_variant,
