assetId,sourceCategory,displayCategory,displayName,thumbnailFilename,runtimeFilename,runtimeBytes,triangleCount,materialCount,textureCount,maxTextureDimension,runtimePolicyStatus
curtain_077,curtain,Decor,Curtain 77,thumbnails/curtain_077.webp,runtime-assets/curtain_077.glb,26816,540,2,1,512,PASS
electronics_034,electronics,Decor,Electronics 34,thumbnails/electronics_034.webp,runtime-assets/electronics_034.glb,27028,608,2,1,512,PASS
work_table_010,work,Tables,Work Table 10,thumbnails/work_table_010.webp,runtime-assets/work_table_010.glb,27244,604,1,1,512,PASS
electronics_039,electronics,Decor,Electronics 39,thumbnails/electronics_039.webp,runtime-assets/electronics_039.glb,27672,600,2,1,512,PASS
shelf_057,shelf,Storage,Shelf 57,thumbnails/shelf_057.webp,runtime-assets/shelf_057.glb,28176,576,1,1,512,PASS
lamp_035,lamp,Lighting,Lamp 35,thumbnails/lamp_035.webp,runtime-assets/lamp_035.glb,28268,576,3,1,512,PASS
flower_044,flower,Plants,Flower 44,thumbnails/flower_044.webp,runtime-assets/flower_044.glb,28560,560,2,1,512,PASS
picture_075,picture,Decor,Picture 75,thumbnails/picture_075.webp,runtime-assets/picture_075.glb,28868,28,2,2,512,PASS
flower_048,flower,Plants,Flower 48,thumbnails/flower_048.webp,runtime-assets/flower_048.glb,29856,594,1,1,512,PASS
training_016,training,Decor,Training 16,thumbnails/training_016.webp,runtime-assets/training_016.glb,30232,458,3,1,512,PASS
training_005,training,Decor,Training 5,thumbnails/training_005.webp,runtime-assets/training_005.glb,30408,657,3,1,512,PASS
training_018,training,Decor,Training 18,thumbnails/training_018.webp,runtime-assets/training_018.glb,30676,592,3,1,512,PASS
training_019,training,Decor,Training 19,thumbnails/training_019.webp,runtime-assets/training_019.glb,30684,592,3,1,512,PASS
cupboard_007,cupboard,Storage,Cupboard 7,thumbnails/cupboard_007.webp,runtime-assets/cupboard_007.glb,30832,696,1,1,512,PASS
picture_060,picture,Decor,Picture 60,thumbnails/picture_060.webp,runtime-assets/picture_060.glb,30992,28,2,2,512,PASS
chair_027,chair,Seating,Chair 27,thumbnails/chair_027.webp,runtime-assets/chair_027.glb,31084,808,2,1,512,PASS
entertainment_011,entertainment,Storage,Entertainment 11,thumbnails/entertainment_011.webp,runtime-assets/entertainment_011.glb,31704,556,3,1,512,PASS
electronics_041,electronics,Decor,Electronics 41,thumbnails/electronics_041.webp,runtime-assets/electronics_041.glb,32124,442,3,1,512,PASS
electronics_042,electronics,Decor,Electronics 42,thumbnails/electronics_042.webp,runtime-assets/electronics_042.glb,32124,442,3,1,512,PASS
electronics_035,electronics,Decor,Electronics 35,thumbnails/electronics_035.webp,runtime-assets/electronics_035.glb,32168,638,5,1,512,PASS
flower,flower,Plants,Flower,thumbnails/flower.webp,runtime-assets/flower.glb,32524,1078,2,1,512,PASS
prop_140,prop,Decor,Prop 140,thumbnails/prop_140.webp,runtime-assets/prop_140.glb,33916,804,1,1,512,PASS
electronics_032,electronics,Decor,Electronics 32,thumbnails/electronics_032.webp,runtime-assets/electronics_032.glb,34228,514,3,1,512,PASS
flower_043,flower,Plants,Flower 43,thumbnails/flower_043.webp,runtime-assets/flower_043.glb,35072,724,1,1,512,PASS
electronics_028,electronics,Decor,Electronics 28,thumbnails/electronics_028.webp,runtime-assets/electronics_028.glb,35596,566,3,1,512,PASS
curtain_012,curtain,Decor,Curtain 12,thumbnails/curtain_012.webp,runtime-assets/curtain_012.glb,35708,760,1,1,512,PASS
dresser_031,dresser,Storage,Dresser 31,thumbnails/dresser_031.webp,runtime-assets/dresser_031.glb,35720,610,2,1,512,PASS
flower_039,flower,Plants,Flower 39,thumbnails/flower_039.webp,runtime-assets/flower_039.glb,36076,688,2,1,512,PASS
dresser_030,dresser,Storage,Dresser 30,thumbnails/dresser_030.webp,runtime-assets/dresser_030.glb,36132,824,1,1,512,PASS
curtain_076,curtain,Decor,Curtain 76,thumbnails/curtain_076.webp,runtime-assets/curtain_076.glb,36456,760,2,1,512,PASS
training_017,training,Decor,Training 17,thumbnails/training_017.webp,runtime-assets/training_017.glb,36716,744,3,1,512,PASS
dresser_010,dresser,Storage,Dresser 10,thumbnails/dresser_010.webp,runtime-assets/dresser_010.glb,37072,770,1,1,512,PASS
dresser_029,dresser,Storage,Dresser 29,thumbnails/dresser_029.webp,runtime-assets/dresser_029.glb,37292,824,2,1,512,PASS
entertainment_025,entertainment,Storage,Entertainment 25,thumbnails/entertainment_025.webp,runtime-assets/entertainment_025.glb,38332,914,4,1,512,PASS
prop_141,prop,Decor,Prop 141,thumbnails/prop_141.webp,runtime-assets/prop_141.glb,39204,938,1,1,512,PASS
electronics_027,electronics,Decor,Electronics 27,thumbnails/electronics_027.webp,runtime-assets/electronics_027.glb,40200,640,3,1,512,PASS
flower_041,flower,Plants,Flower 41,thumbnails/flower_041.webp,runtime-assets/flower_041.glb,40352,953,2,1,512,PASS
flower_042,flower,Plants,Flower 42,thumbnails/flower_042.webp,runtime-assets/flower_042.glb,40488,959,2,1,512,PASS
prop_145,prop,Decor,Prop 145,thumbnails/prop_145.webp,runtime-assets/prop_145.glb,40652,962,1,1,512,PASS
work_table,work,Tables,Work Table,thumbnails/work_table.webp,runtime-assets/work_table.glb,40796,686,3,1,512,PASS
dresser_013,dresser,Storage,Dresser 13,thumbnails/dresser_013.webp,runtime-assets/dresser_013.glb,42820,924,2,1,512,PASS
picture_062,picture,Decor,Picture 62,thumbnails/picture_062.webp,runtime-assets/picture_062.glb,45668,30,2,2,512,PASS
training_003,training,Decor,Training 3,thumbnails/training_003.webp,runtime-assets/training_003.glb,46508,1074,2,1,512,PASS
shelf_065,shelf,Storage,Shelf 65,thumbnails/shelf_065.webp,runtime-assets/shelf_065.glb,50016,1140,2,1,512,PASS
entertainment_043,entertainment,Storage,Entertainment 43,thumbnails/entertainment_043.webp,runtime-assets/entertainment_043.glb,50904,1166,3,1,512,PASS
entertainment,entertainment,Storage,Entertainment,thumbnails/entertainment.webp,runtime-assets/entertainment.glb,52396,912,1,1,512,PASS
picture_068,picture,Decor,Picture 68,thumbnails/picture_068.webp,runtime-assets/picture_068.glb,53916,28,2,2,512,PASS
picture_063,picture,Decor,Picture 63,thumbnails/picture_063.webp,runtime-assets/picture_063.glb,56184,28,2,2,512,PASS
sofa,sofa,Seating,Sofa,thumbnails/sofa.webp,runtime-assets/sofa.glb,58020,1630,2,1,512,PASS
prop_144,prop,Decor,Prop 144,thumbnails/prop_144.webp,runtime-assets/prop_144.glb,61348,1510,1,1,512,PASS
entertainment_031,entertainment,Storage,Entertainment 31,thumbnails/entertainment_031.webp,runtime-assets/entertainment_031.glb,63944,384,4,2,512,PASS
prop_143,prop,Decor,Prop 143,thumbnails/prop_143.webp,runtime-assets/prop_143.glb,69908,1742,1,1,512,PASS
prop_146,prop,Decor,Prop 146,thumbnails/prop_146.webp,runtime-assets/prop_146.glb,69908,1742,1,1,512,PASS
lamp_045,lamp,Lighting,Lamp 45,thumbnails/lamp_045.webp,runtime-assets/lamp_045.glb,73096,264,2,1,512,PASS
chair_033,chair,Seating,Chair 33,thumbnails/chair_033.webp,runtime-assets/chair_033.glb,73584,1932,2,1,512,PASS
lamp_034,lamp,Lighting,Lamp 34,thumbnails/lamp_034.webp,runtime-assets/lamp_034.glb,75348,298,3,1,512,PASS
entertainment_041,entertainment,Storage,Entertainment 41,thumbnails/entertainment_041.webp,runtime-assets/entertainment_041.glb,76924,1186,3,1,512,PASS
lamp_046,lamp,Lighting,Lamp 46,thumbnails/lamp_046.webp,runtime-assets/lamp_046.glb,85372,80,2,2,512,PASS
cupboard_022,cupboard,Storage,Cupboard 22,thumbnails/cupboard_022.webp,runtime-assets/cupboard_022.glb,85384,1212,2,1,512,PASS
cupboard_024,cupboard,Storage,Cupboard 24,thumbnails/cupboard_024.webp,runtime-assets/cupboard_024.glb,85384,1212,2,1,512,PASS
coffee_table_038,coffee,Tables,Coffee Table 38,thumbnails/coffee_table_038.webp,runtime-assets/coffee_table_038.glb,88168,160,2,1,512,PASS
cupboard_038,cupboard,Storage,Cupboard 38,thumbnails/cupboard_038.webp,runtime-assets/cupboard_038.glb,88696,106,2,2,512,PASS
picture_065,picture,Decor,Picture 65,thumbnails/picture_065.webp,runtime-assets/picture_065.glb,88704,28,2,2,512,PASS
flower_040,flower,Plants,Flower 40,thumbnails/flower_040.webp,runtime-assets/flower_040.glb,89632,1565,2,1,512,PASS
prop_089,prop,Decor,Prop 89,thumbnails/prop_089.webp,runtime-assets/prop_089.glb,89944,166,2,2,512,PASS
prop_212,prop,Decor,Prop 212,thumbnails/prop_212.webp,runtime-assets/prop_212.glb,89944,166,2,2,512,PASS
coffee_table_025,coffee,Tables,Coffee Table 25,thumbnails/coffee_table_025.webp,runtime-assets/coffee_table_025.glb,90768,240,2,1,512,PASS
chair_039,chair,Seating,Chair 39,thumbnails/chair_039.webp,runtime-assets/chair_039.glb,90772,348,2,2,512,PASS
chair_052,chair,Seating,Chair 52,thumbnails/chair_052.webp,runtime-assets/chair_052.glb,90772,348,2,2,512,PASS
chair_156,chair,Seating,Chair 156,thumbnails/chair_156.webp,runtime-assets/chair_156.glb,90772,348,2,2,512,PASS
prop_186,prop,Decor,Prop 186,thumbnails/prop_186.webp,runtime-assets/prop_186.glb,91016,171,3,2,512,PASS
chair_024,chair,Seating,Chair 24,thumbnails/chair_024.webp,runtime-assets/chair_024.glb,91220,380,2,2,512,PASS
prop_175,prop,Decor,Prop 175,thumbnails/prop_175.webp,runtime-assets/prop_175.glb,91796,208,3,2,512,PASS
prop_183,prop,Decor,Prop 183,thumbnails/prop_183.webp,runtime-assets/prop_183.glb,91796,208,3,2,512,PASS
chair_018,chair,Seating,Chair 18,thumbnails/chair_018.webp,runtime-assets/chair_018.glb,92060,322,2,2,512,PASS
chair_020,chair,Seating,Chair 20,thumbnails/chair_020.webp,runtime-assets/chair_020.glb,92080,400,2,2,512,PASS
chair_022,chair,Seating,Chair 22,thumbnails/chair_022.webp,runtime-assets/chair_022.glb,92148,360,2,2,512,PASS
lamp_033,lamp,Lighting,Lamp 33,thumbnails/lamp_033.webp,runtime-assets/lamp_033.glb,92168,278,3,2,512,PASS
chair_017,chair,Seating,Chair 17,thumbnails/chair_017.webp,runtime-assets/chair_017.glb,92604,354,2,2,512,PASS
chair_016,chair,Seating,Chair 16,thumbnails/chair_016.webp,runtime-assets/chair_016.glb,92984,248,3,2,512,PASS
prop_168,prop,Decor,Prop 168,thumbnails/prop_168.webp,runtime-assets/prop_168.glb,93836,248,3,2,512,PASS
chair_021,chair,Seating,Chair 21,thumbnails/chair_021.webp,runtime-assets/chair_021.glb,94564,442,2,2,512,PASS
lamp_039,lamp,Lighting,Lamp 39,thumbnails/lamp_039.webp,runtime-assets/lamp_039.glb,94864,292,3,2,512,PASS
chair_014,chair,Seating,Chair 14,thumbnails/chair_014.webp,runtime-assets/chair_014.glb,95096,452,2,2,512,PASS
chair_050,chair,Seating,Chair 50,thumbnails/chair_050.webp,runtime-assets/chair_050.glb,95096,452,2,2,512,PASS
electronics_045,electronics,Decor,Electronics 45,thumbnails/electronics_045.webp,runtime-assets/electronics_045.glb,95736,324,4,2,512,PASS
electronics_048,electronics,Decor,Electronics 48,thumbnails/electronics_048.webp,runtime-assets/electronics_048.glb,95736,324,4,2,512,PASS
flower_055,flower,Plants,Flower 55,thumbnails/flower_055.webp,runtime-assets/flower_055.glb,95940,3458,1,1,512,PASS
chair_008,chair,Seating,Chair 8,thumbnails/chair_008.webp,runtime-assets/chair_008.glb,96764,374,2,2,512,PASS
chair_048,chair,Seating,Chair 48,thumbnails/chair_048.webp,runtime-assets/chair_048.glb,96764,374,2,2,512,PASS
electronics_038,electronics,Decor,Electronics 38,thumbnails/electronics_038.webp,runtime-assets/electronics_038.glb,97268,276,4,2,512,PASS
electronics_044,electronics,Decor,Electronics 44,thumbnails/electronics_044.webp,runtime-assets/electronics_044.glb,97468,340,4,2,512,PASS
lamp_037,lamp,Lighting,Lamp 37,thumbnails/lamp_037.webp,runtime-assets/lamp_037.glb,97800,386,4,2,512,PASS
prop_101,prop,Decor,Prop 101,thumbnails/prop_101.webp,runtime-assets/prop_101.glb,98756,396,3,2,512,PASS
lamp_058,lamp,Lighting,Lamp 58,thumbnails/lamp_058.webp,runtime-assets/lamp_058.glb,99496,428,4,2,512,PASS
sofa_040,sofa,Seating,Sofa 40,thumbnails/sofa_040.webp,runtime-assets/sofa_040.glb,99564,450,2,2,512,PASS
electronics_043,electronics,Decor,Electronics 43,thumbnails/electronics_043.webp,runtime-assets/electronics_043.glb,100044,380,4,2,512,PASS
lamp_048,lamp,Lighting,Lamp 48,thumbnails/lamp_048.webp,runtime-assets/lamp_048.glb,100200,428,4,2,512,PASS
chair_037,chair,Seating,Chair 37,thumbnails/chair_037.webp,runtime-assets/chair_037.glb,100488,480,3,2,512,PASS
lamp_030,lamp,Lighting,Lamp 30,thumbnails/lamp_030.webp,runtime-assets/lamp_030.glb,101028,442,5,2,512,PASS
prop_172,prop,Decor,Prop 172,thumbnails/prop_172.webp,runtime-assets/prop_172.glb,102540,2450,2,1,512,PASS
chair_058,chair,Seating,Chair 58,thumbnails/chair_058.webp,runtime-assets/chair_058.glb,103072,380,3,2,512,PASS
prop_100,prop,Decor,Prop 100,thumbnails/prop_100.webp,runtime-assets/prop_100.glb,106508,548,4,2,512,PASS
prop_114,prop,Decor,Prop 114,thumbnails/prop_114.webp,runtime-assets/prop_114.glb,106852,552,4,2,512,PASS
picture_086,picture,Decor,Picture 86,thumbnails/picture_086.webp,runtime-assets/picture_086.glb,108568,30,3,3,512,PASS
lamp_028,lamp,Lighting,Lamp 28,thumbnails/lamp_028.webp,runtime-assets/lamp_028.glb,110876,748,4,2,512,PASS
training_007,training,Decor,Training 7,thumbnails/training_007.webp,runtime-assets/training_007.glb,111320,626,4,2,512,PASS
entertainment_039,entertainment,Storage,Entertainment 39,thumbnails/entertainment_039.webp,runtime-assets/entertainment_039.glb,112604,2196,4,1,512,PASS
sofa_044,sofa,Seating,Sofa 44,thumbnails/sofa_044.webp,runtime-assets/sofa_044.glb,113000,3378,2,1,512,PASS
lamp_029,lamp,Lighting,Lamp 29,thumbnails/lamp_029.webp,runtime-assets/lamp_029.glb,113152,764,5,2,512,PASS
lamp_036,lamp,Lighting,Lamp 36,thumbnails/lamp_036.webp,runtime-assets/lamp_036.glb,116328,856,4,2,512,PASS
chair_044,chair,Seating,Chair 44,thumbnails/chair_044.webp,runtime-assets/chair_044.glb,117584,2758,2,1,512,PASS
training_002,training,Decor,Training 2,thumbnails/training_002.webp,runtime-assets/training_002.glb,117692,894,4,2,512,PASS
electronics_040,electronics,Decor,Electronics 40,thumbnails/electronics_040.webp,runtime-assets/electronics_040.glb,118040,696,4,2,512,PASS
electronics_053,electronics,Decor,Electronics 53,thumbnails/electronics_053.webp,runtime-assets/electronics_053.glb,118040,696,4,2,512,PASS
carpet_004,carpet,Decor,Carpet 4,thumbnails/carpet_004.webp,runtime-assets/carpet_004.glb,120288,220,2,2,512,PASS
electronics_037,electronics,Decor,Electronics 37,thumbnails/electronics_037.webp,runtime-assets/electronics_037.glb,121852,932,3,2,512,PASS
carpet_001,carpet,Decor,Carpet 1,thumbnails/carpet_001.webp,runtime-assets/carpet_001.glb,122240,184,2,3,512,PASS
electronics_036,electronics,Decor,Electronics 36,thumbnails/electronics_036.webp,runtime-assets/electronics_036.glb,125156,986,6,2,512,PASS
electronics_029,electronics,Decor,Electronics 29,thumbnails/electronics_029.webp,runtime-assets/electronics_029.glb,125460,932,6,2,512,PASS
chair_045,chair,Seating,Chair 45,thumbnails/chair_045.webp,runtime-assets/chair_045.glb,127332,2900,4,1,512,PASS
training_008,training,Decor,Training 8,thumbnails/training_008.webp,runtime-assets/training_008.glb,131024,1013,4,2,512,PASS
cupboard_003,cupboard,Storage,Cupboard 3,thumbnails/cupboard_003.webp,runtime-assets/cupboard_003.glb,146032,288,3,3,512,PASS
training_004,training,Decor,Training 4,thumbnails/training_004.webp,runtime-assets/training_004.glb,148532,3376,3,1,512,PASS
carpet_002,carpet,Decor,Carpet 2,thumbnails/carpet_002.webp,runtime-assets/carpet_002.glb,149568,386,2,3,512,PASS
coffee_table_027,coffee,Tables,Coffee Table 27,thumbnails/coffee_table_027.webp,runtime-assets/coffee_table_027.glb,154588,106,1,2,512,PASS
dresser_007,dresser,Storage,Dresser 7,thumbnails/dresser_007.webp,runtime-assets/dresser_007.glb,154732,130,1,2,512,PASS
training_012,training,Decor,Training 12,thumbnails/training_012.webp,runtime-assets/training_012.glb,155468,1794,4,2,512,PASS
cupboard_001,cupboard,Storage,Cupboard 1,thumbnails/cupboard_001.webp,runtime-assets/cupboard_001.glb,158528,116,3,3,512,PASS
cupboard,cupboard,Storage,Cupboard,thumbnails/cupboard.webp,runtime-assets/cupboard.glb,160268,192,2,3,512,PASS
training,training,Decor,Training,thumbnails/training.webp,runtime-assets/training.glb,160308,1895,5,2,512,PASS
coffee_table,coffee,Tables,Coffee Table,thumbnails/coffee_table.webp,runtime-assets/coffee_table.glb,165912,436,1,2,512,PASS
work_table_004,work,Tables,Work Table 4,thumbnails/work_table_004.webp,runtime-assets/work_table_004.glb,166444,326,2,3,512,PASS
cupboard_019,cupboard,Storage,Cupboard 19,thumbnails/cupboard_019.webp,runtime-assets/cupboard_019.glb,168300,248,3,3,512,PASS
dresser_024,dresser,Storage,Dresser 24,thumbnails/dresser_024.webp,runtime-assets/dresser_024.glb,171444,324,3,3,512,PASS
carpet,carpet,Decor,Carpet,thumbnails/carpet.webp,runtime-assets/carpet.glb,173560,321,2,3,512,PASS
work_table_013,work,Tables,Work Table 13,thumbnails/work_table_013.webp,runtime-assets/work_table_013.glb,175888,212,3,3,512,PASS
work_table_012,work,Tables,Work Table 12,thumbnails/work_table_012.webp,runtime-assets/work_table_012.glb,176648,592,3,3,512,PASS
prop_108,prop,Decor,Prop 108,thumbnails/prop_108.webp,runtime-assets/prop_108.glb,181256,214,1,2,512,PASS
shelf_067,shelf,Storage,Shelf 67,thumbnails/shelf_067.webp,runtime-assets/shelf_067.glb,182144,340,1,2,512,PASS
chair_227,chair,Seating,Chair 227,thumbnails/chair_227.webp,runtime-assets/chair_227.glb,184228,768,2,3,512,PASS
cupboard_015,cupboard,Storage,Cupboard 15,thumbnails/cupboard_015.webp,runtime-assets/cupboard_015.glb,185296,154,2,3,512,PASS
coffee_table_039,coffee,Tables,Coffee Table 39,thumbnails/coffee_table_039.webp,runtime-assets/coffee_table_039.glb,188968,208,2,3,512,PASS
chair_015,chair,Seating,Chair 15,thumbnails/chair_015.webp,runtime-assets/chair_015.glb,190876,346,2,3,512,PASS
work_table_003,work,Tables,Work Table 3,thumbnails/work_table_003.webp,runtime-assets/work_table_003.glb,191112,196,2,3,512,PASS
sofa_037,sofa,Seating,Sofa 37,thumbnails/sofa_037.webp,runtime-assets/sofa_037.glb,196336,504,2,3,512,PASS
shelf_073,shelf,Storage,Shelf 73,thumbnails/shelf_073.webp,runtime-assets/shelf_073.glb,199332,352,1,2,512,PASS
training_011,training,Decor,Training 11,thumbnails/training_011.webp,runtime-assets/training_011.glb,202584,2924,4,2,512,PASS
sofa_026,sofa,Seating,Sofa 26,thumbnails/sofa_026.webp,runtime-assets/sofa_026.glb,205892,664,1,2,512,PASS
dresser_011,dresser,Storage,Dresser 11,thumbnails/dresser_011.webp,runtime-assets/dresser_011.glb,205916,670,3,3,512,PASS
coffee_table_024,coffee,Tables,Coffee Table 24,thumbnails/coffee_table_024.webp,runtime-assets/coffee_table_024.glb,208932,92,2,3,512,PASS
coffee_table_031,coffee,Tables,Coffee Table 31,thumbnails/coffee_table_031.webp,runtime-assets/coffee_table_031.glb,209732,194,1,2,512,PASS
lamp,lamp,Lighting,Lamp,thumbnails/lamp.webp,runtime-assets/lamp.glb,211400,862,4,4,512,PASS
sofa_045,sofa,Seating,Sofa 45,thumbnails/sofa_045.webp,runtime-assets/sofa_045.glb,212160,1396,2,3,512,PASS
cupboard_070,cupboard,Storage,Cupboard 70,thumbnails/cupboard_070.webp,runtime-assets/cupboard_070.glb,212352,192,2,3,512,PASS
sofa_030,sofa,Seating,Sofa 30,thumbnails/sofa_030.webp,runtime-assets/sofa_030.glb,212488,238,2,3,512,PASS
sofa_041,sofa,Seating,Sofa 41,thumbnails/sofa_041.webp,runtime-assets/sofa_041.glb,212488,238,2,3,512,PASS
dresser_083,dresser,Storage,Dresser 83,thumbnails/dresser_083.webp,runtime-assets/dresser_083.glb,213216,232,2,3,512,PASS
prop_102,prop,Decor,Prop 102,thumbnails/prop_102.webp,runtime-assets/prop_102.glb,213572,188,1,2,512,PASS
ladder_008,ladder,Decor,Ladder 8,thumbnails/ladder_008.webp,runtime-assets/ladder_008.glb,213660,198,1,2,512,PASS
prop_087,prop,Decor,Prop 87,thumbnails/prop_087.webp,runtime-assets/prop_087.glb,214088,188,1,2,512,PASS
prop_088,prop,Decor,Prop 88,thumbnails/prop_088.webp,runtime-assets/prop_088.glb,214088,188,1,2,512,PASS
prop_097,prop,Decor,Prop 97,thumbnails/prop_097.webp,runtime-assets/prop_097.glb,214160,136,1,2,512,PASS
prop_103,prop,Decor,Prop 103,thumbnails/prop_103.webp,runtime-assets/prop_103.glb,214856,188,1,2,512,PASS
coffee_table_032,coffee,Tables,Coffee Table 32,thumbnails/coffee_table_032.webp,runtime-assets/coffee_table_032.glb,215008,106,1,2,512,PASS
prop_112,prop,Decor,Prop 112,thumbnails/prop_112.webp,runtime-assets/prop_112.glb,215640,92,2,3,512,PASS
entertainment_045,entertainment,Storage,Entertainment 45,thumbnails/entertainment_045.webp,runtime-assets/entertainment_045.glb,215740,1348,3,3,512,PASS
work_table_002,work,Tables,Work Table 2,thumbnails/work_table_002.webp,runtime-assets/work_table_002.glb,216548,296,2,3,512,PASS
prop_086,prop,Decor,Prop 86,thumbnails/prop_086.webp,runtime-assets/prop_086.glb,216816,248,1,2,512,PASS
coffee_table_037,coffee,Tables,Coffee Table 37,thumbnails/coffee_table_037.webp,runtime-assets/coffee_table_037.glb,217216,140,2,3,512,PASS
entertainment_035,entertainment,Storage,Entertainment 35,thumbnails/entertainment_035.webp,runtime-assets/entertainment_035.glb,218676,314,4,3,512,PASS
chair_041,chair,Seating,Chair 41,thumbnails/chair_041.webp,runtime-assets/chair_041.glb,220724,470,2,3,512,PASS
work_table_009,work,Tables,Work Table 9,thumbnails/work_table_009.webp,runtime-assets/work_table_009.glb,221304,356,3,3,512,PASS
cupboard_069,cupboard,Storage,Cupboard 69,thumbnails/cupboard_069.webp,runtime-assets/cupboard_069.glb,221468,192,2,3,512,PASS
ladder_010,ladder,Decor,Ladder 10,thumbnails/ladder_010.webp,runtime-assets/ladder_010.glb,221644,28,1,2,512,PASS
prop_104,prop,Decor,Prop 104,thumbnails/prop_104.webp,runtime-assets/prop_104.glb,221860,200,3,3,512,PASS
dresser_003,dresser,Storage,Dresser 3,thumbnails/dresser_003.webp,runtime-assets/dresser_003.glb,221948,232,2,3,512,PASS
prop_085,prop,Decor,Prop 85,thumbnails/prop_085.webp,runtime-assets/prop_085.glb,222480,296,2,3,512,PASS
chair_036,chair,Seating,Chair 36,thumbnails/chair_036.webp,runtime-assets/chair_036.glb,223092,547,2,3,512,PASS
ladder,ladder,Decor,Ladder,thumbnails/ladder.webp,runtime-assets/ladder.glb,223300,60,1,2,512,PASS
shelf_071,shelf,Storage,Shelf 71,thumbnails/shelf_071.webp,runtime-assets/shelf_071.glb,223656,328,2,3,512,PASS
dresser_019,dresser,Storage,Dresser 19,thumbnails/dresser_019.webp,runtime-assets/dresser_019.glb,223732,228,2,3,512,PASS
ladder_012,ladder,Decor,Ladder 12,thumbnails/ladder_012.webp,runtime-assets/ladder_012.glb,224980,72,1,2,512,PASS
ladder_014,ladder,Decor,Ladder 14,thumbnails/ladder_014.webp,runtime-assets/ladder_014.glb,224984,72,1,2,512,PASS
dresser_085,dresser,Storage,Dresser 85,thumbnails/dresser_085.webp,runtime-assets/dresser_085.glb,225468,458,3,3,512,PASS
shelf_063,shelf,Storage,Shelf 63,thumbnails/shelf_063.webp,runtime-assets/shelf_063.glb,225860,272,1,2,512,PASS
chair_013,chair,Seating,Chair 13,thumbnails/chair_013.webp,runtime-assets/chair_013.glb,225892,680,2,3,512,PASS
ladder_011,ladder,Decor,Ladder 11,thumbnails/ladder_011.webp,runtime-assets/ladder_011.glb,226204,116,1,2,512,PASS
ladder_016,ladder,Decor,Ladder 16,thumbnails/ladder_016.webp,runtime-assets/ladder_016.glb,226204,116,1,2,512,PASS
dresser_008,dresser,Storage,Dresser 8,thumbnails/dresser_008.webp,runtime-assets/dresser_008.glb,226256,274,3,3,512,PASS
lamp_031,lamp,Lighting,Lamp 31,thumbnails/lamp_031.webp,runtime-assets/lamp_031.glb,226264,328,4,3,512,PASS
work_table_015,work,Tables,Work Table 15,thumbnails/work_table_015.webp,runtime-assets/work_table_015.glb,226816,328,2,3,512,PASS
dresser_020,dresser,Storage,Dresser 20,thumbnails/dresser_020.webp,runtime-assets/dresser_020.glb,227084,306,2,3,512,PASS
shelf_061,shelf,Storage,Shelf 61,thumbnails/shelf_061.webp,runtime-assets/shelf_061.glb,227384,244,2,3,512,PASS
shelf_062,shelf,Storage,Shelf 62,thumbnails/shelf_062.webp,runtime-assets/shelf_062.glb,227548,80,2,3,512,PASS
curtain_032,curtain,Decor,Curtain 32,thumbnails/curtain_032.webp,runtime-assets/curtain_032.glb,227688,132,1,2,512,PASS
dresser_009,dresser,Storage,Dresser 9,thumbnails/dresser_009.webp,runtime-assets/dresser_009.glb,227772,174,1,2,512,PASS
ladder_015,ladder,Decor,Ladder 15,thumbnails/ladder_015.webp,runtime-assets/ladder_015.glb,227784,112,1,2,512,PASS
shelf,shelf,Storage,Shelf,thumbnails/shelf.webp,runtime-assets/shelf.glb,228980,92,1,2,512,PASS
coffee_table_029,coffee,Tables,Coffee Table 29,thumbnails/coffee_table_029.webp,runtime-assets/coffee_table_029.glb,229340,436,2,3,512,PASS
coffee_table_036,coffee,Tables,Coffee Table 36,thumbnails/coffee_table_036.webp,runtime-assets/coffee_table_036.glb,229532,504,2,3,512,PASS
coffee_table_026,coffee,Tables,Coffee Table 26,thumbnails/coffee_table_026.webp,runtime-assets/coffee_table_026.glb,230008,194,1,2,512,PASS
ladder_013,ladder,Decor,Ladder 13,thumbnails/ladder_013.webp,runtime-assets/ladder_013.glb,230020,144,1,2,512,PASS
training_014,training,Decor,Training 14,thumbnails/training_014.webp,runtime-assets/training_014.glb,230220,208,1,2,512,PASS
dresser_018,dresser,Storage,Dresser 18,thumbnails/dresser_018.webp,runtime-assets/dresser_018.glb,230432,384,2,3,512,PASS
carpet_003,carpet,Decor,Carpet 3,thumbnails/carpet_003.webp,runtime-assets/carpet_003.glb,230468,189,2,3,512,PASS
entertainment_037,entertainment,Storage,Entertainment 37,thumbnails/entertainment_037.webp,runtime-assets/entertainment_037.glb,231600,582,4,3,512,PASS
shelf_060,shelf,Storage,Shelf 60,thumbnails/shelf_060.webp,runtime-assets/shelf_060.glb,233548,220,1,2,512,PASS
chair_023,chair,Seating,Chair 23,thumbnails/chair_023.webp,runtime-assets/chair_023.glb,233628,376,1,2,512,PASS
shelf_066,shelf,Storage,Shelf 66,thumbnails/shelf_066.webp,runtime-assets/shelf_066.glb,233696,264,2,3,512,PASS
cupboard_005,cupboard,Storage,Cupboard 5,thumbnails/cupboard_005.webp,runtime-assets/cupboard_005.glb,233972,228,2,3,512,PASS
cupboard_004,cupboard,Storage,Cupboard 4,thumbnails/cupboard_004.webp,runtime-assets/cupboard_004.glb,234104,206,2,3,512,PASS
