assetId,sourceCategory,displayCategory,displayName,thumbnailFilename,thumbnailBytes,thumbnailWidth,thumbnailHeight,thumbnailAreaPct,thumbnailStatus,runtimeFilename,runtimeBytes,triangleCount,primitiveCount,materialCount,textureCount,maxTextureDimension,analyticalDecodedRGBABytes,policyVersion,conversionStatus,runtimePolicyStatus,geometryInvarianceStatus,gltfValidationStatus,prototypeDerivedRole,authoritativeSemanticRole
chair_034,chair,Seating,Chair 34,thumbnails/chair_034.webp,1596,256,192,24.44,skipped,runtime-assets/chair_034.glb,234820,604,3,3,3,512,3145728,1,built,PASS,PASS,PASS,armchair,
chair_035,chair,Seating,Chair 35,thumbnails/chair_035.webp,2550,256,192,21.38,skipped,runtime-assets/chair_035.glb,236628,324,2,2,3,512,3145728,1,built,PASS,PASS,PASS,armchair,
chair_036,chair,Seating,Chair 36,thumbnails/chair_036.webp,1518,256,192,46.69,skipped,runtime-assets/chair_036.glb,223092,547,2,2,3,512,3145728,1,built,PASS,PASS,PASS,armchair,
chair_037,chair,Seating,Chair 37,thumbnails/chair_037.webp,1376,256,192,22.31,skipped,runtime-assets/chair_037.glb,100488,480,3,3,2,512,2097152,1,built,PASS,PASS,PASS,armchair,
chair_038,chair,Seating,Chair 38,thumbnails/chair_038.webp,1444,256,192,25.52,skipped,runtime-assets/chair_038.glb,20572,440,2,2,1,512,1048576,1,built,PASS,PASS,PASS,armchair,
chair_039,chair,Seating,Chair 39,thumbnails/chair_039.webp,1328,256,192,29.18,skipped,runtime-assets/chair_039.glb,90772,348,2,2,2,512,2097152,1,built,PASS,PASS,PASS,armchair,
chair_040,chair,Seating,Chair 40,thumbnails/chair_040.webp,1498,256,192,22.92,skipped,runtime-assets/chair_040.glb,242416,382,3,3,3,512,3145728,1,built,PASS,PASS,PASS,armchair,
chair_041,chair,Seating,Chair 41,thumbnails/chair_041.webp,2164,256,192,20.92,skipped,runtime-assets/chair_041.glb,220724,470,2,2,3,512,3145728,1,built,PASS,PASS,PASS,armchair,
chair_042,chair,Seating,Chair 42,thumbnails/chair_042.webp,1278,256,192,24.22,skipped,runtime-assets/chair_042.glb,16944,384,1,1,1,512,1048576,1,built,PASS,PASS,PASS,armchair,
chair_043,chair,Seating,Chair 43,thumbnails/chair_043.webp,2326,256,192,30.86,skipped,runtime-assets/chair_043.glb,13224,148,2,2,1,512,1048576,1,built,PASS,PASS,PASS,armchair,
chair_044,chair,Seating,Chair 44,thumbnails/chair_044.webp,2708,256,192,22.97,skipped,runtime-assets/chair_044.glb,117584,2758,2,2,1,512,1048576,1,built,PASS,PASS,PASS,armchair,
chair_045,chair,Seating,Chair 45,thumbnails/chair_045.webp,2386,256,192,21.7,skipped,runtime-assets/chair_045.glb,127332,2900,4,4,1,512,1048576,1,built,PASS,PASS,PASS,armchair,
chair_046,chair,Seating,Chair 46,thumbnails/chair_046.webp,1878,256,192,24.1,skipped,runtime-assets/chair_046.glb,536544,2236,2,2,4,512,4194304,1,built,PASS,PASS,PASS,armchair,
chair_047,chair,Seating,Chair 47,thumbnails/chair_047.webp,2222,256,192,33.41,skipped,runtime-assets/chair_047.glb,484592,520,3,3,5,512,5242880,1,built,PASS,PASS,PASS,armchair,
chair_048,chair,Seating,Chair 48,thumbnails/chair_048.webp,1752,256,192,23.96,skipped,runtime-assets/chair_048.glb,96764,374,2,2,2,512,2097152,1,built,PASS,PASS,PASS,armchair,
chair_049,chair,Seating,Chair 49,thumbnails/chair_049.webp,1556,256,192,24.8,skipped,runtime-assets/chair_049.glb,10788,258,1,1,1,512,1048576,1,built,PASS,PASS,PASS,armchair,
chair_050,chair,Seating,Chair 50,thumbnails/chair_050.webp,1806,256,192,28.42,skipped,runtime-assets/chair_050.glb,95096,452,2,2,2,512,2097152,1,built,PASS,PASS,PASS,armchair,
chair_051,chair,Seating,Chair 51,thumbnails/chair_051.webp,2816,256,192,32.17,skipped,runtime-assets/chair_051.glb,23064,452,1,1,1,512,1048576,1,built,PASS,PASS,PASS,armchair,
chair_052,chair,Seating,Chair 52,thumbnails/chair_052.webp,1894,256,192,30.59,skipped,runtime-assets/chair_052.glb,90772,348,2,2,2,512,2097152,1,built,PASS,PASS,PASS,armchair,
chair_058,chair,Seating,Chair 58,thumbnails/chair_058.webp,3048,256,192,51.27,skipped,runtime-assets/chair_058.glb,103072,380,3,3,2,512,2097152,1,built,PASS,PASS,PASS,armchair,
chair_066,chair,Seating,Chair 66,thumbnails/chair_066.webp,2236,256,192,49.11,skipped,runtime-assets/chair_066.glb,13196,196,2,2,1,512,1048576,1,built,PASS,PASS,PASS,armchair,
chair_156,chair,Seating,Chair 156,thumbnails/chair_156.webp,2132,256,192,30.59,skipped,runtime-assets/chair_156.glb,90772,348,2,2,2,512,2097152,1,built,PASS,PASS,PASS,armchair,
chair_157,chair,Seating,Chair 157,thumbnails/chair_157.webp,1388,256,192,26.15,skipped,runtime-assets/chair_157.glb,20572,440,2,2,1,512,1048576,1,built,PASS,PASS,PASS,armchair,
chair_162,chair,Seating,Chair 162,thumbnails/chair_162.webp,3004,256,192,30.47,skipped,runtime-assets/chair_162.glb,250700,704,1,1,2,512,2097152,1,built,PASS,PASS,PASS,armchair,
chair_227,chair,Seating,Chair 227,thumbnails/chair_227.webp,2874,256,192,41.6,skipped,runtime-assets/chair_227.glb,184228,768,2,2,3,512,3145728,1,built,PASS,PASS,PASS,armchair,
coffee_table,coffee,Tables,Coffee Table,thumbnails/coffee_table.webp,2226,256,192,34.11,skipped,runtime-assets/coffee_table.glb,165912,436,1,1,2,512,2097152,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_024,coffee,Tables,Coffee Table 24,thumbnails/coffee_table_024.webp,2576,256,192,33.11,skipped,runtime-assets/coffee_table_024.glb,208932,92,2,2,3,512,3145728,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_025,coffee,Tables,Coffee Table 25,thumbnails/coffee_table_025.webp,1318,256,192,19.33,skipped,runtime-assets/coffee_table_025.glb,90768,240,2,2,1,512,1048576,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_026,coffee,Tables,Coffee Table 26,thumbnails/coffee_table_026.webp,3066,256,192,62.44,skipped,runtime-assets/coffee_table_026.glb,230008,194,1,1,2,512,2097152,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_027,coffee,Tables,Coffee Table 27,thumbnails/coffee_table_027.webp,2904,256,192,62.47,skipped,runtime-assets/coffee_table_027.glb,154588,106,1,1,2,512,2097152,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_028,coffee,Tables,Coffee Table 28,thumbnails/coffee_table_028.webp,1144,256,192,45,skipped,runtime-assets/coffee_table_028.glb,9356,106,1,1,1,512,1048576,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_029,coffee,Tables,Coffee Table 29,thumbnails/coffee_table_029.webp,1042,256,192,29.89,skipped,runtime-assets/coffee_table_029.glb,229340,436,2,2,3,512,3145728,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_030,coffee,Tables,Coffee Table 30,thumbnails/coffee_table_030.webp,1128,256,192,43.75,skipped,runtime-assets/coffee_table_030.glb,12444,194,1,1,1,512,1048576,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_031,coffee,Tables,Coffee Table 31,thumbnails/coffee_table_031.webp,2992,256,192,60.92,skipped,runtime-assets/coffee_table_031.glb,209732,194,1,1,2,512,2097152,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_032,coffee,Tables,Coffee Table 32,thumbnails/coffee_table_032.webp,1244,256,192,50.1,skipped,runtime-assets/coffee_table_032.glb,215008,106,1,1,2,512,2097152,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_033,coffee,Tables,Coffee Table 33,thumbnails/coffee_table_033.webp,2642,256,192,32.47,skipped,runtime-assets/coffee_table_033.glb,256212,968,2,2,3,512,3145728,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_034,coffee,Tables,Coffee Table 34,thumbnails/coffee_table_034.webp,3200,256,192,54.07,skipped,runtime-assets/coffee_table_034.glb,263768,98,3,3,4,512,4194304,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_035,coffee,Tables,Coffee Table 35,thumbnails/coffee_table_035.webp,2990,256,192,33.86,skipped,runtime-assets/coffee_table_035.glb,384052,464,3,3,5,512,5242880,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_036,coffee,Tables,Coffee Table 36,thumbnails/coffee_table_036.webp,966,256,192,27.26,skipped,runtime-assets/coffee_table_036.glb,229532,504,2,2,3,512,3145728,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_037,coffee,Tables,Coffee Table 37,thumbnails/coffee_table_037.webp,1012,256,192,24.47,skipped,runtime-assets/coffee_table_037.glb,217216,140,2,2,3,512,3145728,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_038,coffee,Tables,Coffee Table 38,thumbnails/coffee_table_038.webp,1434,256,192,33.37,skipped,runtime-assets/coffee_table_038.glb,88168,160,2,2,1,512,1048576,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_039,coffee,Tables,Coffee Table 39,thumbnails/coffee_table_039.webp,3120,256,192,46.39,skipped,runtime-assets/coffee_table_039.glb,188968,208,2,2,3,512,3145728,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_040,coffee,Tables,Coffee Table 40,thumbnails/coffee_table_040.webp,2634,256,192,62.12,skipped,runtime-assets/coffee_table_040.glb,12444,194,1,1,1,512,1048576,1,built,PASS,PASS,PASS,coffeeTable,
coffee_table_068,coffee,Tables,Coffee Table 68,thumbnails/coffee_table_068.webp,2710,256,192,34.08,skipped,runtime-assets/coffee_table_068.glb,238824,436,1,1,2,512,2097152,1,built,PASS,PASS,PASS,coffeeTable,
cupboard,cupboard,Storage,Cupboard,thumbnails/cupboard.webp,1868,256,192,35.38,skipped,runtime-assets/cupboard.glb,160268,192,2,2,3,512,3145728,1,built,PASS,PASS,PASS,console,
cupboard_001,cupboard,Storage,Cupboard 1,thumbnails/cupboard_001.webp,2618,256,192,38.01,skipped,runtime-assets/cupboard_001.glb,158528,116,3,3,3,512,3145728,1,built,PASS,PASS,PASS,console,
cupboard_002,cupboard,Storage,Cupboard 2,thumbnails/cupboard_002.webp,3272,256,192,46.58,skipped,runtime-assets/cupboard_002.glb,307496,106,3,3,4,512,4194304,1,built,PASS,PASS,PASS,console,
cupboard_003,cupboard,Storage,Cupboard 3,thumbnails/cupboard_003.webp,2172,256,192,28.11,skipped,runtime-assets/cupboard_003.glb,146032,288,3,3,3,512,3145728,1,built,PASS,PASS,PASS,console,
cupboard_004,cupboard,Storage,Cupboard 4,thumbnails/cupboard_004.webp,2016,256,192,21.08,skipped,runtime-assets/cupboard_004.glb,234104,206,2,2,3,512,3145728,1,built,PASS,PASS,PASS,console,
cupboard_005,cupboard,Storage,Cupboard 5,thumbnails/cupboard_005.webp,1890,256,192,22,skipped,runtime-assets/cupboard_005.glb,233972,228,2,2,3,512,3145728,1,built,PASS,PASS,PASS,console,
cupboard_006,cupboard,Storage,Cupboard 6,thumbnails/cupboard_006.webp,2382,256,192,32.06,skipped,runtime-assets/cupboard_006.glb,255780,582,2,2,3,512,3145728,1,built,PASS,PASS,PASS,console,
cupboard_007,cupboard,Storage,Cupboard 7,thumbnails/cupboard_007.webp,952,256,192,28.36,skipped,runtime-assets/cupboard_007.glb,30832,696,1,1,1,512,1048576,1,built,PASS,PASS,PASS,console,
cupboard_008,cupboard,Storage,Cupboard 8,thumbnails/cupboard_008.webp,952,256,192,15.55,skipped,runtime-assets/cupboard_008.glb,22788,356,2,2,1,512,1048576,1,built,PASS,PASS,PASS,console,
cupboard_009,cupboard,Storage,Cupboard 9,thumbnails/cupboard_009.webp,2334,256,192,29.07,skipped,runtime-assets/cupboard_009.glb,553028,822,5,5,6,512,6291456,1,built,PASS,PASS,PASS,console,
cupboard_010,cupboard,Storage,Cupboard 10,thumbnails/cupboard_010.webp,2340,256,192,33.75,skipped,runtime-assets/cupboard_010.glb,424072,306,4,4,6,512,6291456,1,built,PASS,PASS,PASS,console,
cupboard_011,cupboard,Storage,Cupboard 11,thumbnails/cupboard_011.webp,1974,256,192,29.07,skipped,runtime-assets/cupboard_011.glb,441060,126,3,3,5,512,5242880,1,built,PASS,PASS,PASS,console,
cupboard_012,cupboard,Storage,Cupboard 12,thumbnails/cupboard_012.webp,2578,256,192,43.16,skipped,runtime-assets/cupboard_012.glb,445064,216,3,3,5,512,5242880,1,built,PASS,PASS,PASS,console,
cupboard_013,cupboard,Storage,Cupboard 13,thumbnails/cupboard_013.webp,2004,256,192,36.46,skipped,runtime-assets/cupboard_013.glb,306992,36,3,3,4,512,4194304,1,built,PASS,PASS,PASS,console,
cupboard_014,cupboard,Storage,Cupboard 14,thumbnails/cupboard_014.webp,1638,256,192,29.57,skipped,runtime-assets/cupboard_014.glb,13772,172,3,3,1,512,1048576,1,built,PASS,PASS,PASS,console,
cupboard_015,cupboard,Storage,Cupboard 15,thumbnails/cupboard_015.webp,2054,256,192,29.76,skipped,runtime-assets/cupboard_015.glb,185296,154,2,2,3,512,3145728,1,built,PASS,PASS,PASS,console,
cupboard_016,cupboard,Storage,Cupboard 16,thumbnails/cupboard_016.webp,980,256,192,26.32,skipped,runtime-assets/cupboard_016.glb,14460,222,2,2,1,512,1048576,1,built,PASS,PASS,PASS,console,
cupboard_017,cupboard,Storage,Cupboard 17,thumbnails/cupboard_017.webp,1042,256,192,25.63,skipped,runtime-assets/cupboard_017.glb,17564,256,3,3,1,512,1048576,1,built,PASS,PASS,PASS,console,
cupboard_018,cupboard,Storage,Cupboard 18,thumbnails/cupboard_018.webp,1012,256,192,27.03,skipped,runtime-assets/cupboard_018.glb,7024,60,1,1,1,512,1048576,1,built,PASS,PASS,PASS,console,
cupboard_019,cupboard,Storage,Cupboard 19,thumbnails/cupboard_019.webp,2420,256,192,26.68,skipped,runtime-assets/cupboard_019.glb,168300,248,3,3,3,512,3145728,1,built,PASS,PASS,PASS,console,
cupboard_020,cupboard,Storage,Cupboard 20,thumbnails/cupboard_020.webp,2654,256,192,24.76,skipped,runtime-assets/cupboard_020.glb,257968,824,1,1,2,512,2097152,1,built,PASS,PASS,PASS,console,
cupboard_021,cupboard,Storage,Cupboard 21,thumbnails/cupboard_021.webp,2930,256,192,27.97,skipped,runtime-assets/cupboard_021.glb,522032,1252,4,4,6,512,6291456,1,built,PASS,PASS,PASS,console,
cupboard_022,cupboard,Storage,Cupboard 22,thumbnails/cupboard_022.webp,1246,256,192,33.22,skipped,runtime-assets/cupboard_022.glb,85384,1212,2,2,1,512,1048576,1,built,PASS,PASS,PASS,console,
cupboard_023,cupboard,Storage,Cupboard 23,thumbnails/cupboard_023.webp,2232,256,192,33.64,skipped,runtime-assets/cupboard_023.glb,7024,60,1,1,1,512,1048576,1,built,PASS,PASS,PASS,console,
cupboard_024,cupboard,Storage,Cupboard 24,thumbnails/cupboard_024.webp,3218,256,192,37.48,skipped,runtime-assets/cupboard_024.glb,85384,1212,2,2,1,512,1048576,1,built,PASS,PASS,PASS,console,
cupboard_025,cupboard,Storage,Cupboard 25,thumbnails/cupboard_025.webp,1608,256,192,29.57,skipped,runtime-assets/cupboard_025.glb,11668,172,1,1,1,512,1048576,1,built,PASS,PASS,PASS,console,
cupboard_038,cupboard,Storage,Cupboard 38,thumbnails/cupboard_038.webp,2798,256,192,45.97,skipped,runtime-assets/cupboard_038.glb,88696,106,3,2,2,512,2097152,1,built,PASS,PASS,PASS,console,
cupboard_059,cupboard,Storage,Cupboard 59,thumbnails/cupboard_059.webp,1724,256,192,28.29,skipped,runtime-assets/cupboard_059.glb,235464,154,2,2,3,512,3145728,1,built,PASS,PASS,PASS,console,
cupboard_069,cupboard,Storage,Cupboard 69,thumbnails/cupboard_069.webp,1258,256,192,32.06,skipped,runtime-assets/cupboard_069.glb,221468,192,2,2,3,512,3145728,1,built,PASS,PASS,PASS,console,
cupboard_070,cupboard,Storage,Cupboard 70,thumbnails/cupboard_070.webp,2310,256,192,35.37,skipped,runtime-assets/cupboard_070.glb,212352,192,2,2,3,512,3145728,1,built,PASS,PASS,PASS,console,
cupboard_082,cupboard,Storage,Cupboard 82,thumbnails/cupboard_082.webp,2368,256,192,28.75,skipped,runtime-assets/cupboard_082.glb,553032,822,5,5,6,512,6291456,1,built,PASS,PASS,PASS,console,
curtain_003,curtain,Decor,Curtain 3,thumbnails/curtain_003.webp,1120,256,192,43.73,skipped,runtime-assets/curtain_003.glb,7068,132,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_004,curtain,Decor,Curtain 4,thumbnails/curtain_004.webp,1542,256,192,44.71,skipped,runtime-assets/curtain_004.glb,7068,132,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_005,curtain,Decor,Curtain 5,thumbnails/curtain_005.webp,1232,256,192,16.5,skipped,runtime-assets/curtain_005.glb,23336,764,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_006,curtain,Decor,Curtain 6,thumbnails/curtain_006.webp,1360,256,192,21.86,skipped,runtime-assets/curtain_006.glb,26520,872,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_007,curtain,Decor,Curtain 7,thumbnails/curtain_007.webp,806,256,192,39.84,skipped,runtime-assets/curtain_007.glb,7068,132,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_008,curtain,Decor,Curtain 8,thumbnails/curtain_008.webp,1172,256,192,20.5,skipped,runtime-assets/curtain_008.glb,23340,764,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_009,curtain,Decor,Curtain 9,thumbnails/curtain_009.webp,1160,256,192,19.3,skipped,runtime-assets/curtain_009.glb,23380,764,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_010,curtain,Decor,Curtain 10,thumbnails/curtain_010.webp,1246,256,192,12.38,skipped,runtime-assets/curtain_010.glb,23484,764,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_011,curtain,Decor,Curtain 11,thumbnails/curtain_011.webp,1226,256,192,12.61,skipped,runtime-assets/curtain_011.glb,23524,764,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_012,curtain,Decor,Curtain 12,thumbnails/curtain_012.webp,2014,256,192,32.56,skipped,runtime-assets/curtain_012.glb,35708,760,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_014,curtain,Decor,Curtain 14,thumbnails/curtain_014.webp,1846,256,192,32.56,skipped,runtime-assets/curtain_014.glb,25904,540,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_015,curtain,Decor,Curtain 15,thumbnails/curtain_015.webp,1644,256,192,32.56,skipped,runtime-assets/curtain_015.glb,18064,364,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_030,curtain,Decor,Curtain 30,thumbnails/curtain_030.webp,1248,256,192,17.09,skipped,runtime-assets/curtain_030.glb,26484,872,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_031,curtain,Decor,Curtain 31,thumbnails/curtain_031.webp,1268,256,192,17.97,skipped,runtime-assets/curtain_031.glb,26520,872,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_032,curtain,Decor,Curtain 32,thumbnails/curtain_032.webp,1462,256,192,43.51,skipped,runtime-assets/curtain_032.glb,227688,132,1,1,2,512,2097152,1,built,PASS,PASS,PASS,floorDecor,
curtain_033,curtain,Decor,Curtain 33,thumbnails/curtain_033.webp,1018,256,192,11.98,skipped,runtime-assets/curtain_033.glb,23484,764,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_034,curtain,Decor,Curtain 34,thumbnails/curtain_034.webp,1000,256,192,11.21,skipped,runtime-assets/curtain_034.glb,23524,764,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_035,curtain,Decor,Curtain 35,thumbnails/curtain_035.webp,1120,256,192,43.73,skipped,runtime-assets/curtain_035.glb,7068,132,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_044,curtain,Decor,Curtain 44,thumbnails/curtain_044.webp,1204,256,192,16.97,skipped,runtime-assets/curtain_044.glb,26484,872,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_045,curtain,Decor,Curtain 45,thumbnails/curtain_045.webp,1236,256,192,17.66,skipped,runtime-assets/curtain_045.glb,26520,872,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_047,curtain,Decor,Curtain 47,thumbnails/curtain_047.webp,1202,256,192,21.03,skipped,runtime-assets/curtain_047.glb,23340,764,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_048,curtain,Decor,Curtain 48,thumbnails/curtain_048.webp,1188,256,192,19.92,skipped,runtime-assets/curtain_048.glb,23380,764,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_049,curtain,Decor,Curtain 49,thumbnails/curtain_049.webp,806,256,192,39.84,skipped,runtime-assets/curtain_049.glb,7068,132,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_050,curtain,Decor,Curtain 50,thumbnails/curtain_050.webp,806,256,192,39.84,skipped,runtime-assets/curtain_050.glb,7068,132,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_067,curtain,Decor,Curtain 67,thumbnails/curtain_067.webp,1298,256,192,16.61,skipped,runtime-assets/curtain_067.glb,23336,764,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_074,curtain,Decor,Curtain 74,thumbnails/curtain_074.webp,2062,256,192,32.56,skipped,runtime-assets/curtain_074.glb,19104,364,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_076,curtain,Decor,Curtain 76,thumbnails/curtain_076.webp,2880,256,192,32.56,skipped,runtime-assets/curtain_076.glb,36456,760,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_077,curtain,Decor,Curtain 77,thumbnails/curtain_077.webp,2466,256,192,32.56,skipped,runtime-assets/curtain_077.glb,26816,540,2,2,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
curtain_085,curtain,Decor,Curtain 85,thumbnails/curtain_085.webp,908,256,192,13.96,skipped,runtime-assets/curtain_085.glb,13344,444,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
door,door,Architecture,Door,thumbnails/door.webp,2580,256,192,20.18,skipped,runtime-assets/door.glb,193756,316,3,3,3,512,3145728,1,built,PASS,PASS,PASS,floorDecor,
door_027,door,Architecture,Door 27,thumbnails/door_027.webp,1674,256,192,24.26,skipped,runtime-assets/door_027.glb,225780,28,1,1,2,512,2097152,1,built,PASS,PASS,PASS,floorDecor,
door_028,door,Architecture,Door 28,thumbnails/door_028.webp,1662,256,192,18.41,skipped,runtime-assets/door_028.glb,237688,204,2,2,3,512,3145728,1,built,PASS,PASS,PASS,floorDecor,
door_029,door,Architecture,Door 29,thumbnails/door_029.webp,918,256,192,20.48,skipped,runtime-assets/door_029.glb,4876,24,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
door_030,door,Architecture,Door 30,thumbnails/door_030.webp,918,256,192,20.48,skipped,runtime-assets/door_030.glb,5104,30,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
door_031,door,Architecture,Door 31,thumbnails/door_031.webp,2014,256,192,27.51,skipped,runtime-assets/door_031.glb,177612,30,1,1,2,512,2097152,1,built,PASS,PASS,PASS,floorDecor,
door_032,door,Architecture,Door 32,thumbnails/door_032.webp,2412,256,192,18.8,skipped,runtime-assets/door_032.glb,201280,428,3,3,3,512,3145728,1,built,PASS,PASS,PASS,floorDecor,
door_033,door,Architecture,Door 33,thumbnails/door_033.webp,894,256,192,15.38,skipped,runtime-assets/door_033.glb,222720,204,2,2,3,512,3145728,1,built,PASS,PASS,PASS,floorDecor,
door_034,door,Architecture,Door 34,thumbnails/door_034.webp,1706,256,192,24.41,skipped,runtime-assets/door_034.glb,201744,28,1,1,2,512,2097152,1,built,PASS,PASS,PASS,floorDecor,
door_035,door,Architecture,Door 35,thumbnails/door_035.webp,1638,256,192,19.09,skipped,runtime-assets/door_035.glb,213604,204,2,2,3,512,3145728,1,built,PASS,PASS,PASS,floorDecor,
door_036,door,Architecture,Door 36,thumbnails/door_036.webp,1640,256,192,24.41,skipped,runtime-assets/door_036.glb,227828,28,1,1,2,512,2097152,1,built,PASS,PASS,PASS,floorDecor,
door_037,door,Architecture,Door 37,thumbnails/door_037.webp,1540,256,192,18.49,skipped,runtime-assets/door_037.glb,239736,204,2,2,3,512,3145728,1,built,PASS,PASS,PASS,floorDecor,
door_038,door,Architecture,Door 38,thumbnails/door_038.webp,1006,256,192,15.71,skipped,runtime-assets/door_038.glb,24940,428,3,3,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
door_039,door,Architecture,Door 39,thumbnails/door_039.webp,918,256,192,20.48,skipped,runtime-assets/door_039.glb,5108,30,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
door_040,door,Architecture,Door 40,thumbnails/door_040.webp,2008,256,192,18.49,skipped,runtime-assets/door_040.glb,24940,428,3,3,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
door_041,door,Architecture,Door 41,thumbnails/door_041.webp,1672,256,192,27.17,skipped,runtime-assets/door_041.glb,5108,30,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
door_042,door,Architecture,Door 42,thumbnails/door_042.webp,894,256,192,12.82,skipped,runtime-assets/door_042.glb,191380,204,2,2,3,512,3145728,1,built,PASS,PASS,PASS,floorDecor,
door_043,door,Architecture,Door 43,thumbnails/door_043.webp,1908,256,192,24.41,skipped,runtime-assets/door_043.glb,177660,28,1,1,2,512,2097152,1,built,PASS,PASS,PASS,floorDecor,
door_044,door,Architecture,Door 44,thumbnails/door_044.webp,900,256,192,19.08,skipped,runtime-assets/door_044.glb,179476,28,1,1,2,512,2097152,1,built,PASS,PASS,PASS,floorDecor,
door_045,door,Architecture,Door 45,thumbnails/door_045.webp,1496,256,192,19.17,skipped,runtime-assets/door_045.glb,162296,204,2,2,3,512,3145728,1,built,PASS,PASS,PASS,floorDecor,
door_046,door,Architecture,Door 46,thumbnails/door_046.webp,1700,256,192,24.26,skipped,runtime-assets/door_046.glb,221892,28,1,1,2,512,2097152,1,built,PASS,PASS,PASS,floorDecor,
door_047,door,Architecture,Door 47,thumbnails/door_047.webp,1920,256,192,19.04,skipped,runtime-assets/door_047.glb,189524,204,2,2,3,512,3145728,1,built,PASS,PASS,PASS,floorDecor,
door_048,door,Architecture,Door 48,thumbnails/door_048.webp,1696,256,192,24.41,skipped,runtime-assets/door_048.glb,150392,28,1,1,2,512,2097152,1,built,PASS,PASS,PASS,floorDecor,
door_049,door,Architecture,Door 49,thumbnails/door_049.webp,1712,256,192,18.73,skipped,runtime-assets/door_049.glb,233752,204,2,2,3,512,3145728,1,built,PASS,PASS,PASS,floorDecor,
door_050,door,Architecture,Door 50,thumbnails/door_050.webp,928,256,192,20.79,skipped,runtime-assets/door_050.glb,210812,28,1,1,2,512,2097152,1,built,PASS,PASS,PASS,floorDecor,
door_051,door,Architecture,Door 51,thumbnails/door_051.webp,1502,256,192,25.88,skipped,runtime-assets/door_051.glb,5104,30,1,1,1,512,1048576,1,built,PASS,PASS,PASS,floorDecor,
door_052,door,Architecture,Door 52,thumbnails/door_052.webp,2010,256,192,27.17,skipped,runtime-assets/door_052.glb,177612,30,1,1,2,512,2097152,1,built,PASS,PASS,PASS,floorDecor,
